"Vowing to serve his country any way he could, young Steve Rogers took the super soldier serum to become America's one-man army. Fighting for the red, white and blue for over 60 years, Captain America is the living, breathing symbol of freedom and liberty.",3,1,1422,6,355,4,false,false,false,true,1009220,Captain America,,"Captain America represented the pinnacle of human physical perfection. He experienced a time when he was augmented to superhuman levels, but generally performed just below superhuman levels for most of his career. Captain America had a very high intelligence as well as agility, strength, speed, endurance, and reaction time superior to any Olympic athlete who ever competed. The Super-Soldier formula that he had metabolized had enhanced all of his bodily functions to the peak of human efficiency. Most notably, his body eliminates the excessive build-up of fatigue-producing poisons in his muscles, granting him phenomenal endurance.","Steven ""Steve"" Rogers",3,3,//i.annihil.us/u/prod/marvel/i/mg/3/50/537ba56d31087.jpg,2270
"",1,1,10,1,575,1,false,false,true,true,1011055,Gideon,,"Gideon had the mutant power to mimic other superhuman powers in his vicinity based on their genetic templates. He is known to have mastered the ability to absorb at least six powers at once and use all copied abilities simultaneously, often in ways the original owners had not yet considered. Gideon had access to genetic templates at his home and businesses, thus enabling him to mimic powers even when superpowered beings were not present. As an External, Gideon was virtually immortal, able to recover from nearly any injury.",Gideon,1,1,//i.annihil.us/u/prod/marvel/i/mg/c/20/4c00311236811.jpg,7825
"",7,7,27,3,947,4,false,false,false,true,1009473,Nightmare,,"A demon of great mystical power, Nightmare usually targets his victims while they sleep by drawing their psyches into his Nightmare World, the substance and contents of which he can manipulate and reshape at will. He can trap psyches indefinitely but usually only torments souls temporarily lest he permanently deplete the psychic energies he consumes. While inside his own realm, Nightmare is virtually omnipotent; however, he is less powerful and more vulnerable when he manifests outside his kingdom, and was particularly diminished when he assumed mortal form as Edvard Haberdash.",Unknown,7,6,//i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622.jpg,1886
"",1,1,6,1,960,1,false,false,true,true,1010707,Nuke,,"Nuke was very strong for a normal human (above peak physical strength), and almost impervious to pain and conventional injury. He also possessed superhuman speed with peak range of 700 mph. The latter was due to his skin which had been reinforced with some sort of plastic.",Frank Simpson,1,1,//i.annihil.us/u/prod/marvel/i/mg/c/10/4ce5a28ac1c48.jpg,4611
"",1,1,0,1,997,1,false,false,true,true,1011151,Praxagora,,"She is powered by an internal fusion core (it is actually a miniature star) located in her chest, providing her with limitless power, which she can discharge through her arms as superheated plasma streams, power enough to cut through most spaceships hulls. This energy also enables flight or the blocking of incoming attacks. As a fatal last resort, she can initiate a catastrophic reactor overload, building up to a powerful explosion of unspecified magnitude. She has transcendental strength.",Praxagora,1,1,//i.annihil.us/u/prod/marvel/i/mg/c/20/4c002f58eeeb4.jpg,14784
"",2,1,43,4,1163,3,false,false,false,true,1010898,Sin,,"",Sinthea Shmidt,2,1,//i.annihil.us/u/prod/marvel/i/mg/e/70/5269647684f61.jpg,22284
"",3,3,286,6,1772,3,false,false,false,true,1009189,Black Widow,,"Government treatments have slowed her aging, augmented her immune system and enhanced her physical durability.","Natalia ""Natasha"" Alianovna Romanova",2,3,http://i.annihil.us/u/prod/marvel/i/mg/f/30/50fecad1f395b.jpg,2585
"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man.",6,6,2028,3,1751,6,false,false,false,true,1009368,Iron Man,,"None; Tony's body had been enhanced by the modified techno-organic virus, Extremis, but it is currently inaccessible and inoperable.","Anthony Edward ""Tony"" Stark",5,6,//i.annihil.us/u/prod/marvel/i/mg/2/d0/5232190d42df2.jpg,2619
"",5,1,11,4,593,6,false,false,false,true,1010743,Groot,,"Groot was extremely powerful and resilient, he has the power or regeneration allowing him to re-grow limbs and even his entire form. He also has powers of the mind, although they only appear to work on plant life, allowing him to communicate with other trees and command them to attack those that oppose him. He is highly vulnerable to attacks of fire.",Groot,2,5,//i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a.jpg,20949
"",1,1,0,1,863,2,false,false,false,true,1009490,May Parker,,None,May Reilly Parker,2,1,//i.annihil.us/u/prod/marvel/i/mg/c/30/535fec80bb4a6.jpg,9355
"",5,7,167,5,726,4,false,false,false,true,1009381,Jubilee,,"Jubilee once could generate multi-colored globules of energy plasma she calls ""fireworks."" She could vary their power and intensity, from a multitude of sparkles capable of temporarily blinding others to a powerful detonation capable of much destruction, and could also absorb the energy back into her body without harm to herself. Jubilee had the potential to detonate matter on a molecular level. During her stint as Wondra from the New Warriors, Jubilee used tech devices that gave herself super strength, flight, and limited invulnerability. She kept her Wondra gear after the team disbanded, potentially needing to call upon those powers in the future.",Jubilation Lee,4,4,//i.annihil.us/u/prod/marvel/i/mg/6/c0/4e7a2148b6e59.jpg,1483
"Refusing to miss his opportunity, Peter Jason Quill stole a scoutship from Cape Canaveral, returned to Eve, and shot his way to the appointed spot, where his old rival Harrelson, NASA's choice to be Star-Lord, was awaiting selection, where Quill was transported away in his stead, and transformed into Star-Lord.",4,6,25,5,1219,5,false,false,false,true,1010733,Star-Lord,,"Star-Lord wore a costume that enabled him to survive in space. It is possible that the costume has actually altered his physical structure, as he does not need to wear any helmet, or any form of life support to survive the nearly absolute zero, airless vacuum. He can fly through air or in space, presumably another attribute of his costume. He possesses enhanced healing and uses personal energy shields. In the event that he were injured beyond his own ability to recover, Ship could administer emergency medical or surgical care. Star-Lord later received a number of cybernetic implants, including his left eye, which allows him to see all energy spectra, as well as a memory chip in his brain, which gives 100% recall.",Peter Jason Quill,7,5,//i.annihil.us/u/prod/marvel/i/mg/9/a0/537bc55e8b1f5.jpg,14641
"",1,1,0,1,1089,1,false,false,true,true,1011156,Salo,,No known superhuman powers.,Salo,1,1,//i.annihil.us/u/prod/marvel/i/mg/9/80/4c002f4ee689c.jpg,16143
"It is unknown how Stellaris survived the extermination of her home world by the Celestials or how she acquired her living armor, but ever since she has committed herself to their destruction.",1,1,0,1,1228,1,false,false,true,true,1011159,Stellaris,,None,Unrevealed,1,1,//i.annihil.us/u/prod/marvel/i/mg/5/e0/4c002f4445ce5.jpg,8962
"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism.",1,1,26,1,1185,1,false,false,true,true,1010693,Songbird,,"Melissa's physical strength was slightly enhanced by treatments from the Power Broker, but this has since faded. Before she burned out her original sonic powers, Melissa's cybernetically enhanced vocal cords could produce super-sonic screams causing effects such as disorientation, hallucinations or unconsciousness. She can still produce inaudible ultrasonic waves with which she can subtly influence the emotions and conduct of people around her. Her other current vocal powers only function in concert with her high-tech harness.",Melissa Joan Gold,1,1,//i.annihil.us/u/prod/marvel/i/mg/3/10/4c0038da16738.jpg,1464
"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies.",1,1,12,1,1156,1,false,false,true,true,1009589,Silver Fox,,"Silver Fox was a mutant whose superhuman powers were never revealed. She received age suppression treatments from the Weapon X Program, causing her to age slowly, if at all, over a period of decades. She also allegedly possessed a healing factor distilled from Wolverineâ€™s, although it was apparently insufficient to save her from the fatal injuries inflicted upon her by Sabretooth.",Silver Fox,1,1,//i.annihil.us/u/prod/marvel/i/mg/2/d0/4c003c19078c3.jpg,3792
"",2,2,18,4,333,3,false,false,false,true,1010371,Boomerang,,None,Fred Myers,4,3,//i.annihil.us/u/prod/marvel/i/mg/2/30/4c00390504a3b.jpg,5857
"",7,7,221,6,510,7,false,false,false,true,1009310,Emma Frost,,"Emma Frost is a mutant who possesses various telepathic talents.  Emma can read minds and project her thoughts into the minds of others, project psionic force bolts which have no physical effects but which can affect a victim's mind so as to cause the victim pain or unconsciousness, and can also induce mental pain merely by touching the brow of her victim. Emma can telepathically ""sedate"" her victims so that, if already rendered unconscious, they remain so for as long as she continues to ""sedate"" them. It is unknown how effective her ""sedating"" ability is on victims who are awake. Furthermore, as a consequence of continued mutation, Emma can now transform her skin and hair into a diamond-hard form at will.  In this form, Emma is nigh indestructible except for one small flaw that, if exploited, can cause her to shatter.  Whilst in her diamond form, Emma's telepathic abilities are suppressed.",Emma Grace Frost,4,5,//i.annihil.us/u/prod/marvel/i/mg/9/80/51151ef7cf4c8.jpg,1657
"",1,1,133,1,1340,1,false,false,true,true,1010852,Two-Gun Kid,,none,Identitysecret,1,1,//i.annihil.us/u/prod/marvel/i/mg/9/70/4ce5a390b929b.jpg,17010
"British-born Mortimer Toynbee, abandoned by his parents so early in childhood that he cannot remember them, was placed in an orphanage where the other children, who regarded him as a freak due to his ugliness, his unusual physique and his leaping ability, continually tormented him.",4,3,32,6,1325,5,false,false,false,true,1009673,Toad,,"Orginally, Mortimer Toynbe's mutant power was the sole ability of leaping. His leg muscles are incredibly strong, allowing him to deliver powerful kicks, to jump to great heights, and to rapidly move via jumping. Later, after gaining access to some of the Stranger's technology, he genetically altered himself to be able to secrete a poisonous resin, as well as gain minor super-strength and a malicious evil mind. He had later returned to his previous state, although he appeared able to gain control over a group of sentient carnivorous frogs that he used as spies. Currently, Toynbee has mutated further, and now possesses tongue which can elongate like a whip as well as deliver venomous pheromones that sink through the skin directly into the bloodstream. These pheromones cause any exposed to them to have their will become subservient to the Toynbee's.",Mortimer Toynbee,5,5,//i.annihil.us/u/prod/marvel/i/mg/e/f0/53ad8faa127fa.jpg,1732
